"target_tissue","target_clust","target_gene_symbol","endocrine","source_tissue","source_clust","cor","p","key_driver_FDR"
"LIV",98,"AC144652.1","OVOS2","VAF",78,-0.0434168286265236,0.331163182608012,NA
"VAF",98,"GSR","FCN2","VAF",78,-0.278557230513481,5.91399311222326e-11,NA
"LIV",98,"ACACA","FCN2","VAF",78,-0.280905691063882,1.4177299656325e-10,NA
"LIV",98,"SQLE","FCN2","VAF",78,-0.268641441940331,9.18770090841932e-10,NA
"LIV",98,"HSD17B7P2","FCN2","VAF",78,-0.2629569028077,2.117283845879e-09,NA
"LIV",98,"NSDHL","FCN2","VAF",78,-0.260538787718406,3.00212922135307e-09,NA
"LIV",98,"FDFT1","FCN2","VAF",78,-0.25961107831926,3.4292811848324e-09,2.12173714047761e-23
"LIV",98,"HSD17B7","FCN2","VAF",78,-0.257899378657381,4.37733567219034e-09,3.2370696429958e-23
"LIV",98,"ACACB","FCN2","VAF",78,-0.256451864275009,5.3735239539952e-09,NA
"LIV",98,"HMGCS1","FCN2","VAF",78,-0.252505466666004,9.33841058870434e-09,5.58412653354701e-30
"LIV",98,"PNPLA3","FCN2","VAF",78,-0.247124395561055,1.95463263133724e-08,NA
"LIV",98,"HMGCR","FCN2","VAF",78,-0.240589199441619,4.68493353312964e-08,NA
"LIV",98,"ADIPOR2","FCN2","VAF",78,-0.238480377622797,6.17867769808993e-08,NA
"LIV",98,"FAM213A","FCN2","VAF",78,-0.235466052979803,9.13588651075335e-08,NA
"LIV",98,"TMCO6","FCN2","VAF",78,0.235434225461336,9.1734346829582e-08,1.35066712165259e-19
"LIV",98,"PI4K2A","FCN2","VAF",78,-0.230400406625282,1.74207889734804e-07,NA
"LIV",98,"MVD","FCN2","VAF",78,-0.221313478875574,5.34499461077759e-07,1.02325892218297e-27
"LIV",98,"PCSK9","FCN2","VAF",78,-0.218526739683662,7.4677856472336e-07,2.64487723879423e-17
"LIV",98,"MSMO1","FCN2","VAF",78,-0.215668730758703,1.04756876164329e-06,NA
"LIV",98,"IDI1","FCN2","VAF",78,-0.215568730981162,1.05996045139429e-06,NA
"LIV",98,"TDRKH","FCN2","VAF",78,-0.212363984099651,1.54055167454352e-06,NA
"LIV",98,"CTD-2235C13.3","FCN2","VAF",78,-0.206926187825049,2.86774862075541e-06,NA
"LIV",98,"C14orf1","FCN2","VAF",78,-0.204237934743508,3.87553693023924e-06,2.46883021079664e-40
"LIV",98,"SREBF2","FCN2","VAF",78,-0.203433983456328,4.23751285705934e-06,5.81378709234782e-05
"LIV",98,"VPS37D","FCN2","VAF",78,-0.198639870513613,7.16419434871141e-06,NA
"LIV",98,"CTD-2636A23.2","FCN2","VAF",78,-0.198070622516095,7.61876663398715e-06,NA
"LIV",98,"CYB5B","FCN2","VAF",78,-0.196313685904875,9.20158858479418e-06,NA
"LIV",98,"CYP51A1","FCN2","VAF",78,-0.194628332341494,1.10107583249589e-05,NA
"LIV",98,"ELOVL5","FCN2","VAF",78,-0.191149964476035,1.58707204154774e-05,3.80097933647115e-08
"LIV",98,"MMAB","FCN2","VAF",78,-0.18836647059346,2.11649961443852e-05,NA
"LIV",98,"C2orf82","FCN2","VAF",78,-0.184434336001774,3.15615953626166e-05,NA
"LIV",98,"RUSC1-AS1","FCN2","VAF",78,-0.183709656964674,3.3943041742702e-05,3.9841649730727e-07
"LIV",98,"NPC1L1","FCN2","VAF",78,-0.182483357700832,3.83648777815643e-05,NA
"LIV",98,"TIMM10B","FCN2","VAF",78,-0.18125594943202,4.33328732830927e-05,NA
"LIV",98,"MVK","FCN2","VAF",78,-0.179455746857065,5.17312361158221e-05,NA
"LIV",98,"RP4-639F20.1","FCN2","VAF",78,-0.17597696861534,7.24966942979372e-05,NA
"LIV",98,"ACAT2","FCN2","VAF",78,-0.174628534168541,8.24869006977349e-05,NA
"LIV",98,"ELOVL6","FCN2","VAF",78,-0.174522142350189,8.33280100034899e-05,NA
"LIV",98,"DHCR24","FCN2","VAF",78,-0.173315951272359,9.34464569239948e-05,NA
"LIV",98,"ACSS2","FCN2","VAF",78,-0.17299035010338,9.63699309545651e-05,1.51196304724992e-19
"LIV",98,"RP11-297N6.4","FCN2","VAF",78,-0.172412409940732,0.0001017722301588,NA
"LIV",98,"RP5-821D11.7","FCN2","VAF",78,-0.171831217642533,0.00010749141335993,NA
"LIV",98,"AC144652.1","FCN2","VAF",78,-0.170283954913952,0.000124226175415253,NA
"LIV",98,"TM7SF2","FCN2","VAF",78,-0.16772936638777,0.000157317437803901,NA
"LIV",98,"TLCD1","FCN2","VAF",78,-0.162170732426417,0.000259937131630242,NA
"LIV",98,"DHCR7","FCN2","VAF",78,-0.162160342902631,0.00026017733439684,NA
"LIV",98,"AP001469.5","FCN2","VAF",78,-0.158195073639531,0.000368644111695413,NA
"LIV",98,"CETN2","FCN2","VAF",78,-0.156769492301462,0.000417022915466876,NA
"LIV",98,"MRPS27","FCN2","VAF",78,-0.152216153184647,0.000614032569471465,NA
"LIV",98,"CYP51A1P2","FCN2","VAF",78,-0.151622230266173,0.000645314247086614,NA
"LIV",98,"RP11-159F24.2","FCN2","VAF",78,-0.151375276794298,0.000658751008102055,NA
"LIV",98,"FDPS","FCN2","VAF",78,-0.149374067350836,0.000777595796435413,NA
"LIV",98,"RDH11","FCN2","VAF",78,-0.149248963668738,0.000785647497763362,NA
"LIV",98,"TMEM97","FCN2","VAF",78,-0.14715736879932,0.000932216817522162,NA
"LIV",98,"ALDOC","FCN2","VAF",78,-0.143104961929234,0.00129041578617587,NA
"LIV",98,"FADS1","FCN2","VAF",78,-0.142403268284763,0.00136401170945234,NA
"LIV",98,"ACLY","FCN2","VAF",78,-0.13720530088705,0.00204144207923018,1.2441778011513e-18
"LIV",98,"SC5D","FCN2","VAF",78,-0.135644873474704,0.00229810407393579,NA
"LIV",98,"EBP","FCN2","VAF",78,-0.131910480535037,0.00303623614785115,1.31030044084685e-32
"LIV",98,"NPC1","FCN2","VAF",78,-0.131521901726528,0.00312428840236023,NA
"LIV",98,"LSS","FCN2","VAF",78,-0.125790923251257,0.00472204399419915,2.15988612570114e-11
"LIV",98,"FADS2","FCN2","VAF",78,-0.125534082575844,0.00480845965834766,NA
"LIV",98,"TMEM55B","FCN2","VAF",78,-0.11634623972865,0.00900781945120717,NA
"LIV",98,"IDI2-AS1","FCN2","VAF",78,-0.115657359782225,0.00942644108378145,NA
"LIV",98,"NEK8","FCN2","VAF",78,-0.100722465545768,0.0238773619066782,NA
"LIV",98,"AK7","FCN2","VAF",78,-0.0960676600083697,0.0312247211242527,NA
"LIV",98,"AACS","FCN2","VAF",78,-0.0957032867497345,0.0318738831479667,NA
"LIV",98,"FLVCR1","FCN2","VAF",78,-0.0843018059647091,0.0588445708949037,NA
"LIV",98,"SNAI3-AS1","FCN2","VAF",78,-0.0782800045161524,0.0794370599336898,NA
"LIV",98,"RAB5B","FCN2","VAF",78,-0.0438133879225113,0.326761387032617,NA
"LIV",98,"TKT","FCN2","VAF",78,-0.0231086435185353,0.605119542309669,NA
"LIV",98,"SCD","FCN2","VAF",78,-0.00993248471145462,0.824147554644662,7.00644105625394e-10
"LIV",98,"PGD","FCN2","VAF",78,-0.00890159070198991,0.842146104261727,NA
"LIV",98,"SQLE","OVOS2","SF",78,-0.279219956204042,2.1763229994868e-10,NA
"LIV",98,"PI4K2A","OVOS2","SF",78,-0.276708121079932,3.19732460001327e-10,NA
"LIV",98,"HMGCS1","OVOS2","SF",78,-0.268011333361497,1.1754993284121e-09,5.58412653354701e-30
"LIV",98,"ELOVL5","OVOS2","SF",78,-0.256241762124972,6.36474627191586e-09,3.80097933647115e-08
"LIV",98,"HSD17B7","OVOS2","SF",78,-0.252404356662831,1.08441669085261e-08,3.2370696429958e-23
"LIV",98,"MVD","OVOS2","SF",78,-0.250841485972991,1.3438877402569e-08,1.02325892218297e-27
"LIV",98,"ADIPOR2","OVOS2","SF",78,-0.250388457816226,1.42972486746588e-08,NA
"LIV",98,"HMGCR","OVOS2","SF",78,-0.248245204520789,1.91317994379945e-08,NA
"LIV",98,"IDI1","OVOS2","SF",78,-0.247119852363157,2.22695089036211e-08,NA
"LIV",98,"TMCO6","OVOS2","SF",78,0.246581607389593,2.39410130472065e-08,1.35066712165259e-19
"LIV",98,"ACACA","OVOS2","SF",78,-0.245586718658866,2.73556915812697e-08,NA
"LIV",98,"FDFT1","OVOS2","SF",78,-0.234815506057817,1.11688699801138e-07,2.12173714047761e-23
"LIV",98,"TIMM10B","OVOS2","SF",78,-0.234419533494117,1.17467222335995e-07,NA
"LIV",98,"PCSK9","OVOS2","SF",78,-0.232848037576991,1.43376198485959e-07,2.64487723879423e-17
"LIV",98,"TDRKH","OVOS2","SF",78,-0.231627954281211,1.67208779195547e-07,NA
"LIV",98,"HSD17B7P2","OVOS2","SF",78,-0.227373247148287,2.83967157229473e-07,NA
"VAF",98,"GSR","OVOS2","SF",78,-0.229639671073561,3.6538058834342e-07,NA
"LIV",98,"FAM213A","OVOS2","SF",78,-0.225220342198082,3.69792759151303e-07,NA
"LIV",98,"NSDHL","OVOS2","SF",78,-0.225187271871048,3.7128831603983e-07,NA
"LIV",98,"MSMO1","OVOS2","SF",78,-0.21902409828826,7.79348469287339e-07,NA
"LIV",98,"PNPLA3","OVOS2","SF",78,-0.217363499640331,9.48241820885462e-07,NA
"LIV",98,"SREBF2","OVOS2","SF",78,-0.212456756267241,1.6778199663442e-06,5.81378709234782e-05
"LIV",98,"CTD-2235C13.3","OVOS2","SF",78,-0.206381507598962,3.3388572112433e-06,NA
"LIV",98,"CTD-2636A23.2","OVOS2","SF",78,-0.203710172444199,4.48979925679605e-06,NA
"LIV",98,"CYB5B","OVOS2","SF",78,-0.188713172590384,2.20409228106214e-05,NA
"LIV",98,"RUSC1-AS1","OVOS2","SF",78,-0.188188998193888,2.32506363849157e-05,3.9841649730727e-07
"LIV",98,"ACSS2","OVOS2","SF",78,-0.187299742105507,2.54481923666616e-05,1.51196304724992e-19
"LIV",98,"ACACB","OVOS2","SF",78,-0.185918569981265,2.92559643088514e-05,NA
"LIV",98,"RDH11","OVOS2","SF",78,-0.184769099127425,3.28305617465995e-05,NA
"LIV",98,"ELOVL6","OVOS2","SF",78,-0.183204825141652,3.8363758535355e-05,NA
"LIV",98,"CYP51A1","OVOS2","SF",78,-0.182242467793695,4.21946207324847e-05,NA
"LIV",98,"C14orf1","OVOS2","SF",78,-0.182031810877822,4.30801408951704e-05,2.46883021079664e-40
"LIV",98,"ACAT2","OVOS2","SF",78,-0.181989983355147,4.32580463751855e-05,NA
"LIV",98,"TLCD1","OVOS2","SF",78,-0.17863754411172,6.0009196182799e-05,NA
"LIV",98,"MVK","OVOS2","SF",78,-0.177776267329447,6.52115435463341e-05,NA
"LIV",98,"NEK8","OVOS2","SF",78,-0.177133319627283,6.93694750301124e-05,NA
"LIV",98,"FADS1","OVOS2","SF",78,-0.175313501447769,8.25353221980236e-05,NA
"LIV",98,"FLVCR1","OVOS2","SF",78,-0.162849715943576,0.000259115519828888,NA
"LIV",98,"FADS2","OVOS2","SF",78,-0.161210314417447,0.000299408248749333,NA
"LIV",98,"C2orf82","OVOS2","SF",78,-0.160995132565002,0.000305111455128223,NA
"LIV",98,"SC5D","OVOS2","SF",78,-0.160363370068611,0.000322447201076953,NA
"LIV",98,"ALDOC","OVOS2","SF",78,-0.154966479269409,0.000512731126581145,NA
"LIV",98,"ACLY","OVOS2","SF",78,-0.149959649283787,0.000778114453590118,1.2441778011513e-18
"LIV",98,"MMAB","OVOS2","SF",78,-0.149557922345919,0.000804157766494688,NA
"LIV",98,"RP4-639F20.1","OVOS2","SF",78,-0.145551112966934,0.00111180156802835,NA
"LIV",98,"FDPS","OVOS2","SF",78,-0.144789047283114,0.00118138339205244,NA
"LIV",98,"IDI2-AS1","OVOS2","SF",78,-0.144191391435298,0.00123873631309967,NA
"LIV",98,"SNAI3-AS1","OVOS2","SF",78,-0.142999575065301,0.00136083125275927,NA
"LIV",98,"CYP51A1P2","OVOS2","SF",78,-0.141047721698211,0.00158490613409679,NA
"LIV",98,"TM7SF2","OVOS2","SF",78,-0.138836633103763,0.00187934360111917,NA
"LIV",98,"RP11-159F24.2","OVOS2","SF",78,-0.138476892333019,0.00193173337607245,NA
"LIV",98,"RP11-297N6.4","OVOS2","SF",78,-0.13800360614387,0.00200269557277286,NA
"LIV",98,"DHCR24","OVOS2","SF",78,-0.135016853290879,0.00250833352872163,NA
"LIV",98,"DHCR7","OVOS2","SF",78,-0.133521935226128,0.00280289779715739,NA
"LIV",98,"TMEM97","OVOS2","SF",78,-0.132612281140047,0.00299721492920003,NA
"LIV",98,"NPC1","OVOS2","SF",78,-0.131529997169818,0.00324432551526885,NA
"LIV",98,"TMEM55B","OVOS2","SF",78,-0.129391957489887,0.00378761439357844,NA
"LIV",98,"NPC1L1","OVOS2","SF",78,-0.128383269125562,0.0040714956498132,NA
"LIV",98,"LSS","OVOS2","SF",78,-0.127242342935985,0.0044156930307884,2.15988612570114e-11
"LIV",98,"AK7","OVOS2","SF",78,-0.120781919082338,0.00690913246570007,NA
"LIV",98,"AACS","OVOS2","SF",78,-0.107074273902813,0.0167229995059396,NA
"LIV",98,"AP001469.5","OVOS2","SF",78,-0.106075028639177,0.017774388829721,NA
"LIV",98,"MRPS27","OVOS2","SF",78,-0.0985034759426805,0.0277901658896343,NA
"LIV",98,"PGD","OVOS2","SF",78,-0.0932054359598993,0.0374007161873645,NA
"LIV",98,"EBP","OVOS2","SF",78,-0.0836422763490377,0.0618996679088658,1.31030044084685e-32
"LIV",98,"CETN2","OVOS2","SF",78,-0.0772208199322487,0.0848469031056478,NA
"LIV",98,"RP5-821D11.7","OVOS2","SF",78,-0.0732946797216684,0.101970845698219,NA
"LIV",98,"AC144652.1","OVOS2","SF",78,-0.0717919171271176,0.109209719462656,NA
"LIV",98,"VPS37D","OVOS2","SF",78,-0.0693876360643355,0.121626797557114,NA
"LIV",98,"SCD","OVOS2","SF",78,-0.0630077700701799,0.159916101441953,7.00644105625394e-10
"LIV",98,"RAB5B","OVOS2","SF",78,-0.0343445695024479,0.443973057569931,NA
"LIV",98,"TKT","OVOS2","SF",78,-0.0182054769466997,0.684967994101688,NA
"LIV",98,"ACACA","SSPO","VAF",78,-0.261625094598263,2.56739286409367e-09,NA
"LIV",98,"SQLE","SSPO","VAF",78,-0.250716720645128,1.19601133295764e-08,NA
"LIV",98,"TMCO6","SSPO","VAF",78,0.249844812782022,1.3483977546505e-08,1.35066712165259e-19
"LIV",98,"HMGCS1","SSPO","VAF",78,-0.2348414488545,9.90059324405243e-08,5.58412653354701e-30
"LIV",98,"NSDHL","SSPO","VAF",78,-0.228913528980254,2.09958111152419e-07,NA
"LIV",98,"RDH11","SSPO","VAF",78,-0.227612030157669,2.46967738134603e-07,NA
"LIV",98,"FDFT1","SSPO","VAF",78,-0.226535928987073,2.82241072187471e-07,2.12173714047761e-23
"LIV",98,"HSD17B7P2","SSPO","VAF",78,-0.225489249909138,3.21173939987124e-07,NA
"LIV",98,"HMGCR","SSPO","VAF",78,-0.225048449573687,3.39073522138004e-07,NA
"VAF",98,"GSR","SSPO","VAF",78,-0.215730702477438,4.95200438645249e-07,NA
"LIV",98,"CYP51A1","SSPO","VAF",78,-0.221502046221902,5.22456924864681e-07,NA
"LIV",98,"SREBF2","SSPO","VAF",78,-0.218005719597002,7.94578507776321e-07,5.81378709234782e-05
"LIV",98,"IDI1","SSPO","VAF",78,-0.21719593860313,8.74749936103671e-07,NA
"LIV",98,"ADIPOR2","SSPO","VAF",78,-0.216544861991643,9.44785951629849e-07,NA
"LIV",98,"MVD","SSPO","VAF",78,-0.213896342727062,1.28926171065981e-06,1.02325892218297e-27
"LIV",98,"HSD17B7","SSPO","VAF",78,-0.212746340882114,1.4737799505757e-06,3.2370696429958e-23
"LIV",98,"CYB5B","SSPO","VAF",78,-0.20912788571977,2.23425665226682e-06,NA
"LIV",98,"ACAT2","SSPO","VAF",78,-0.207614381469075,2.65326430056634e-06,NA
"LIV",98,"TDRKH","SSPO","VAF",78,-0.207609564396852,2.65471081061938e-06,NA
"LIV",98,"CTD-2636A23.2","SSPO","VAF",78,-0.203897688123505,4.02497069378413e-06,NA
"LIV",98,"DHCR24","SSPO","VAF",78,-0.199899552120025,6.24845141668484e-06,NA
"LIV",98,"ELOVL6","SSPO","VAF",78,-0.193501336473857,1.24043128081184e-05,NA
"LIV",98,"ALDOC","SSPO","VAF",78,-0.190411336890314,1.71375450844563e-05,NA
"LIV",98,"TMEM97","SSPO","VAF",78,-0.18995845027955,1.79611944195234e-05,NA
"LIV",98,"C14orf1","SSPO","VAF",78,-0.189601518597705,1.86366861439551e-05,2.46883021079664e-40
"LIV",98,"TIMM10B","SSPO","VAF",78,-0.188271493494839,2.13723487036467e-05,NA
"LIV",98,"ELOVL5","SSPO","VAF",78,-0.18658548777462,2.5390121124434e-05,3.80097933647115e-08
"LIV",98,"ACSS2","SSPO","VAF",78,-0.183848171259603,3.34750879201083e-05,1.51196304724992e-19
"LIV",98,"FADS2","SSPO","VAF",78,-0.183180250333986,3.57892888815992e-05,NA
"LIV",98,"FDPS","SSPO","VAF",78,-0.183158236144772,3.58680830258051e-05,NA
"LIV",98,"ACACB","SSPO","VAF",78,-0.182823154248225,3.70878836977468e-05,NA
"LIV",98,"CYP51A1P2","SSPO","VAF",78,-0.180201809565403,4.80793701631941e-05,NA
"LIV",98,"PCSK9","SSPO","VAF",78,-0.179910555738978,4.94750245357008e-05,2.64487723879423e-17
"LIV",98,"MSMO1","SSPO","VAF",78,-0.179267875876007,5.26913077392543e-05,NA
"LIV",98,"PI4K2A","SSPO","VAF",78,-0.178783220949153,5.524634262836e-05,NA
"LIV",98,"FAM213A","SSPO","VAF",78,-0.177053052362057,6.53548016264149e-05,NA
"LIV",98,"CTD-2235C13.3","SSPO","VAF",78,-0.174996825143008,7.96366435445716e-05,NA
"LIV",98,"MMAB","SSPO","VAF",78,-0.172251596613945,0.000103325368639089,NA
"LIV",98,"TM7SF2","SSPO","VAF",78,-0.168958822298055,0.000140475255261578,NA
"LIV",98,"EBP","SSPO","VAF",78,-0.167371899328114,0.000162559052365003,1.31030044084685e-32
"LIV",98,"MVK","SSPO","VAF",78,-0.167028062844992,0.000167755006637611,NA
"LIV",98,"LSS","SSPO","VAF",78,-0.163334132063643,0.000234313212227616,2.15988612570114e-11
"LIV",98,"FADS1","SSPO","VAF",78,-0.163313071891438,0.000234755280653231,NA
"LIV",98,"DHCR7","SSPO","VAF",78,-0.160247232098505,0.00030812217369816,NA
"LIV",98,"NPC1L1","SSPO","VAF",78,-0.159645146527769,0.000324840993020457,NA
"LIV",98,"RP11-297N6.4","SSPO","VAF",78,-0.159514441867984,0.000328580529233935,NA
"LIV",98,"RUSC1-AS1","SSPO","VAF",78,-0.158968002598966,0.000344653682005714,3.9841649730727e-07
"LIV",98,"ACLY","SSPO","VAF",78,-0.158022961155313,0.000374193951099209,1.2441778011513e-18
"LIV",98,"PNPLA3","SSPO","VAF",78,-0.151685278128957,0.000641924768251692,NA
"LIV",98,"AACS","SSPO","VAF",78,-0.14646181567008,0.000986300784139943,NA
"LIV",98,"CETN2","SSPO","VAF",78,-0.142151182850544,0.00139138021575346,NA
"LIV",98,"MRPS27","SSPO","VAF",78,-0.134764210161627,0.00245564640231228,NA
"LIV",98,"SC5D","SSPO","VAF",78,-0.133697639784457,0.00265961023114061,NA
"LIV",98,"PGD","SSPO","VAF",78,-0.133523899035711,0.00269426074806442,NA
"LIV",98,"TLCD1","SSPO","VAF",78,-0.132156389195014,0.00298168526544116,NA
"LIV",98,"SNAI3-AS1","SSPO","VAF",78,-0.128743940193367,0.00382448214009443,NA
"LIV",98,"RP4-639F20.1","SSPO","VAF",78,-0.127391772789712,0.00421430218264308,NA
"LIV",98,"TKT","SSPO","VAF",78,-0.123615987419517,0.00550025983346319,NA
"LIV",98,"VPS37D","SSPO","VAF",78,-0.123387445161324,0.00558839557927948,NA
"LIV",98,"C2orf82","SSPO","VAF",78,-0.121528464004808,0.00635383380729829,NA
"LIV",98,"FLVCR1","SSPO","VAF",78,-0.1206168172822,0.00676253739525908,NA
"LIV",98,"IDI2-AS1","SSPO","VAF",78,-0.108282860363235,0.0151139521774675,NA
"LIV",98,"TMEM55B","SSPO","VAF",78,-0.106985281464793,0.0163792775132781,NA
"LIV",98,"AK7","SSPO","VAF",78,-0.105745853097943,0.0176735819942704,NA
"LIV",98,"NPC1","SSPO","VAF",78,-0.0988692900837268,0.0266008700681416,NA
"LIV",98,"RP11-159F24.2","SSPO","VAF",78,-0.0929177514303571,0.0372282713679025,NA
"LIV",98,"NEK8","SSPO","VAF",78,-0.0905466832165059,0.0423698321463098,NA
"LIV",98,"AP001469.5","SSPO","VAF",78,-0.0879961934763556,0.0485563840183116,NA
"LIV",98,"RP5-821D11.7","SSPO","VAF",78,-0.086769126047043,0.0517922731981627,NA
"LIV",98,"SCD","SSPO","VAF",78,-0.0760395467923203,0.0884533230854043,7.00644105625394e-10
"LIV",98,"AC144652.1","SSPO","VAF",78,-0.0541108691608831,0.225723511648695,NA
"LIV",98,"RAB5B","SSPO","VAF",78,-0.0142787335552124,0.749379116852736,NA
"LIV",98,"FAM213A","INHBB","SF",78,0.300939423451748,6.63037175457248e-12,NA
"LIV",98,"FADS2","INHBB","SF",78,0.285479709983723,8.20325369449362e-11,NA
"LIV",98,"ALDOC","INHBB","SF",78,0.275530965365406,3.82382910918015e-10,NA
"LIV",98,"ADIPOR2","INHBB","SF",78,0.272397646120196,6.1312432680044e-10,NA
"LIV",98,"ACACA","INHBB","SF",78,0.261031240168208,3.23311533997685e-09,NA
"LIV",98,"ACACB","INHBB","SF",78,0.248109317631121,1.94866409341801e-08,NA
"LIV",98,"FDPS","INHBB","SF",78,0.244065261505273,3.35055038034394e-08,NA
"VAF",98,"GSR","INHBB","SF",78,0.233125753577773,2.39726574422956e-07,NA
"LIV",98,"TDRKH","INHBB","SF",78,0.226186548472259,3.28569193179729e-07,NA
"LIV",98,"SREBF2","INHBB","SF",78,0.221681335728255,5.67579991490058e-07,5.81378709234782e-05
"LIV",98,"CETN2","INHBB","SF",78,0.221653715317677,5.69465288530771e-07,NA
"LIV",98,"TMCO6","INHBB","SF",78,-0.220691506276107,6.39032356513415e-07,1.35066712165259e-19
"LIV",98,"SQLE","INHBB","SF",78,0.217319806049268,9.53128705674068e-07,NA
"LIV",98,"LSS","INHBB","SF",78,0.216377596970543,1.06458379450505e-06,2.15988612570114e-11
"LIV",98,"ELOVL6","INHBB","SF",78,0.21619914867049,1.08705613582051e-06,NA
"LIV",98,"ACSS2","INHBB","SF",78,0.216052966421724,1.1058035991869e-06,1.51196304724992e-19
"LIV",98,"FADS1","INHBB","SF",78,0.213961703894591,1.41042580104738e-06,NA
"LIV",98,"CYB5B","INHBB","SF",78,0.207679602197869,2.88722908465082e-06,NA
"LIV",98,"AACS","INHBB","SF",78,0.201601514612983,5.65679250688316e-06,NA
"LIV",98,"EBP","INHBB","SF",78,0.200718722646689,6.22684020297519e-06,1.31030044084685e-32
"LIV",98,"TM7SF2","INHBB","SF",78,0.20036710357286,6.46881719848224e-06,NA
"LIV",98,"C14orf1","INHBB","SF",78,0.1979417558005,8.39922519334184e-06,2.46883021079664e-40
"LIV",98,"PNPLA3","INHBB","SF",78,0.195366366344603,1.10448794350954e-05,NA
"LIV",98,"CYP51A1","INHBB","SF",78,0.193134651346427,1.39624275249451e-05,NA
"LIV",98,"MMAB","INHBB","SF",78,0.192314029478686,1.52090529424513e-05,NA
"LIV",98,"HSD17B7","INHBB","SF",78,0.191054071121042,1.73309869585033e-05,3.2370696429958e-23
"LIV",98,"FDFT1","INHBB","SF",78,0.190509222292967,1.83331627734716e-05,2.12173714047761e-23
"LIV",98,"MVD","INHBB","SF",78,0.190270292834892,1.8789787766272e-05,1.02325892218297e-27
"LIV",98,"ACAT2","INHBB","SF",78,0.187918997128788,2.38980778097014e-05,NA
"LIV",98,"RDH11","INHBB","SF",78,0.187603152305909,2.46771520742744e-05,NA
"LIV",98,"NSDHL","INHBB","SF",78,0.186314099412169,2.81136554067726e-05,NA
"LIV",98,"MRPS27","INHBB","SF",78,0.18194780915063,4.34381297379989e-05,NA
"LIV",98,"DHCR24","INHBB","SF",78,0.181867565327429,4.37827295017257e-05,NA
"LIV",98,"IDI1","INHBB","SF",78,0.18102841763002,4.75446587807706e-05,NA
"LIV",98,"PI4K2A","INHBB","SF",78,0.180646904569181,4.93542196665876e-05,NA
"LIV",98,"TIMM10B","INHBB","SF",78,0.17867182070296,5.98104908482965e-05,NA
"LIV",98,"HMGCS1","INHBB","SF",78,0.175458869751231,8.14026833406628e-05,5.58412653354701e-30
"LIV",98,"ACLY","INHBB","SF",78,0.164509583773101,0.000223527583878386,1.2441778011513e-18
"LIV",98,"MVK","INHBB","SF",78,0.161491139157817,0.000292114894304235,NA
"LIV",98,"CTD-2235C13.3","INHBB","SF",78,0.159180202431391,0.000357411503017524,NA
"LIV",98,"RP4-639F20.1","INHBB","SF",78,0.158231859648522,0.000387955107761934,NA
"LIV",98,"C2orf82","INHBB","SF",78,0.15768008138666,0.000406828134031272,NA
"LIV",98,"RP11-159F24.2","INHBB","SF",78,0.152662909318964,0.000622181257142199,NA
"LIV",98,"PCSK9","INHBB","SF",78,0.150436469381009,0.000748216782422338,2.64487723879423e-17
"LIV",98,"SC5D","INHBB","SF",78,0.146564577680719,0.00102511328147837,NA
"LIV",98,"VPS37D","INHBB","SF",78,0.142915076256393,0.00136989453476479,NA
"LIV",98,"CTD-2636A23.2","INHBB","SF",78,0.142447549276489,0.00142105214483926,NA
"LIV",98,"HSD17B7P2","INHBB","SF",78,0.141688363277709,0.00150787678596306,NA
"LIV",98,"TKT","INHBB","SF",78,0.141106633164418,0.00157767481618376,NA
"LIV",98,"CYP51A1P2","INHBB","SF",78,0.135843517911216,0.00235784438496603,NA
"LIV",98,"SCD","INHBB","SF",78,0.130939340588089,0.00338685942477443,7.00644105625394e-10
"LIV",98,"TMEM97","INHBB","SF",78,0.126022659317535,0.00481253669714088,NA
"LIV",98,"DHCR7","INHBB","SF",78,0.124509982091463,0.00534926334417092,NA
"LIV",98,"NPC1L1","INHBB","SF",78,0.121201537005197,0.0067152145169937,NA
"LIV",98,"SNAI3-AS1","INHBB","SF",78,0.119898214120396,0.00733400582014765,NA
"LIV",98,"TLCD1","INHBB","SF",78,0.116810234378726,0.00900813387808203,NA
"LIV",98,"ELOVL5","INHBB","SF",78,0.115611271387981,0.00974480242064489,3.80097933647115e-08
"LIV",98,"RUSC1-AS1","INHBB","SF",78,0.114849705938275,0.010240076236849,3.9841649730727e-07
"LIV",98,"HMGCR","INHBB","SF",78,0.11378618973747,0.0109690730528839,NA
"LIV",98,"AK7","INHBB","SF",78,0.10932255065438,0.0145543067083237,NA
"LIV",98,"MSMO1","INHBB","SF",78,0.106918298783301,0.016883440305063,NA
"LIV",98,"NEK8","INHBB","SF",78,0.105714477479359,0.0181676909229056,NA
"LIV",98,"TMEM55B","INHBB","SF",78,0.0923124335404624,0.0392710747822047,NA
"LIV",98,"PGD","INHBB","SF",78,0.0891691500728646,0.0464963081766994,NA
"LIV",98,"AP001469.5","INHBB","SF",78,0.0813672474143496,0.0693611009991466,NA
"LIV",98,"AC144652.1","INHBB","SF",78,0.0626555803509443,0.16226841361103,NA
"LIV",98,"RP5-821D11.7","INHBB","SF",78,0.0544590582217016,0.224605086432006,NA
"LIV",98,"FLVCR1","INHBB","SF",78,0.0524412191198272,0.242276769851761,NA
"LIV",98,"NPC1","INHBB","SF",78,0.0523666099985864,0.242948362075123,NA
